ID,Gender,EthnicGroup,ParentEduc,,TestPrep,ParentMaritalStatus,PracticeSport,WklyStudyHours,MathScore,MathGrade,ReadingScore,ReadingGrade,WritingScore,WritingGrade,OverallGrade
551,male,group E,bachelor's degree,,none,single,regularly,> 10,77,C,69,D,66,D,C
552,male,,some high school,,none,married,sometimes,< 5,71,C,63,D,60,D,D
553,female,group C,some college,,completed,,sometimes,10-May,77,C,88,B,85,B,B
554,female,group C,some high school,,none,married,sometimes,10-May,43,F,55,E,51,F,F
555,female,group B,some high school,,none,married,sometimes,> 10,36,F,41,F,44,F,F
556,female,group C,high school,,none,married,never,10-May,51,F,65,D,59,E,F
557,male,group E,some college,,none,married,regularly,< 5,83,B,79,C,73,C,C
558,male,group C,master's degree,,none,married,sometimes,> 10,85,B,79,C,70,C,C
560,male,group D,some college,,completed,divorced,sometimes,< 5,73,C,84,B,80,B,C
561,female,,master's degree,,none,single,regularly,< 5,56,E,62,D,71,C,D
562,female,group D,some college,,none,married,sometimes,10-May,28,F,37,F,43,F,F
563,female,group B,some high school,,completed,,never,10-May,54,F,62,D,57,E,F
564,male,group C,bachelor's degree,,none,divorced,regularly,10-May,60,D,58,E,59,E,F
565,female,group C,some high school,,completed,divorced,regularly,< 5,66,D,77,C,80,B,C
566,female,group C,some high school,,none,married,sometimes,< 5,64,D,84,B,78,C,C
567,female,group B,master's degree,,none,,regularly,10-May,64,D,74,C,72,C,C
568,female,group E,some college,,none,married,regularly,10-May,56,E,68,D,69,D,D
569,male,group C,bachelor's degree,,none,married,sometimes,10-May,82,B,74,C,76,C,C
570,female,group E,associate's degree,,none,single,never,10-May,56,E,64,D,67,D,D
571,female,group C,some college,,completed,married,regularly,< 5,90,A,95,A,99,A,A
572,male,group C,some high school,,completed,divorced,regularly,< 5,70,C,80,B,77,C,C
574,female,group C,some high school,,none,single,regularly,10-May,76,C,82,B,79,C,C
575,female,group A,high school,,none,married,never,< 5,40,F,49,F,53,F,F
576,female,group C,some college,,none,married,sometimes,10-May,64,D,74,C,78,C,C
577,male,group C,some high school,,completed,married,regularly,> 10,79,C,77,C,79,C,C
578,male,group C,associate's degree,,completed,married,sometimes,< 5,61,D,56,E,57,E,F
579,female,group E,some college,,none,single,regularly,10-May,91,A,87,B,84,B,B
580,female,group C,some college,,completed,single,regularly,> 10,83,B,90,A,93,A,B
581,female,group C,high school,,none,married,regularly,10-May,48,F,59,E,66,D,F
583,male,group E,,,none,single,sometimes,10-May,76,C,59,E,61,D,D
584,female,group B,some high school,,none,married,sometimes,10-May,47,F,53,F,54,F,F
585,female,group E,associate's degree,,completed,,regularly,< 5,77,C,80,B,86,B,B
586,female,group B,high school,,,married,sometimes,10-May,72,C,75,C,77,C,C
587,male,group B,some high school,,completed,married,regularly,> 10,96,A,89,B,85,B,A
588,female,group B,high school,,completed,divorced,regularly,10-May,72,C,73,C,80,B,C
590,male,group C,master's degree,,,married,regularly,> 10,68,D,65,D,67,D,D
591,male,group D,high school,,completed,single,never,< 5,77,C,79,C,75,C,C
592,female,group B,high school,,none,divorced,regularly,< 5,83,B,85,B,88,B,B
593,male,group B,some high school,,none,divorced,sometimes,10-May,74,C,58,E,54,F,D
594,male,group E,associate's degree,,none,married,never,10-May,67,D,70,C,64,D,D
595,male,group B,some high school,,none,married,regularly,10-May,65,D,69,D,62,D,D
596,male,group D,some college,,none,married,regularly,> 10,98,A,95,A,92,A,A
597,female,group B,high school,,completed,married,regularly,10-May,74,C,73,C,73,C,C
598,female,group E,some college,,completed,married,sometimes,10-May,88,B,98,A,95,A,A
599,female,group A,associate's degree,,none,divorced,sometimes,10-May,62,D,71,C,72,C,D
600,female,group C,some high school,,none,married,never,10-May,45,F,56,E,50,F,F
601,male,group E,some college,,none,married,regularly,< 5,99,A,91,A,93,A,A
602,female,group C,,,completed,divorced,sometimes,10-May,81,B,79,C,85,B,B
603,female,group E,bachelor's degree,,none,widowed,never,10-May,64,D,70,C,67,D,D
604,male,group E,high school,,none,married,regularly,< 5,85,B,85,B,80,B,B
605,female,group A,some college,,none,single,sometimes,< 5,82,B,82,B,89,B,B
606,male,group B,some college,,completed,single,sometimes,10-May,58,E,53,F,52,F,F
608,male,,some college,,none,married,regularly,10-May,62,D,62,D,64,D,D
609,female,group D,some high school,,none,married,sometimes,10-May,42,F,51,F,54,F,F
610,female,group D,high school,,none,married,regularly,< 5,53,F,75,C,66,D,D
611,male,group D,,,completed,single,sometimes,> 10,55,E,61,D,65,D,D
612,male,group C,associate's degree,,none,married,regularly,< 5,47,F,44,F,48,F,F
613,female,group D,some high school,,none,divorced,sometimes,> 10,66,D,82,B,77,C,C
614,female,group C,some high school,,completed,married,regularly,10-May,74,C,93,A,88,B,B
615,female,group C,high school,,none,single,sometimes,10-May,73,C,85,B,82,B,B
616,female,group E,associate's degree,,none,single,never,> 10,81,B,77,C,76,C,C
617,male,group A,master's degree,,none,married,sometimes,< 5,82,B,88,B,81,B,B
618,female,group D,some college,,completed,married,sometimes,< 5,51,F,69,D,68,D,D
619,female,group E,associate's degree,,completed,married,never,< 5,69,D,72,C,76,C,C
620,male,group C,high school,,none,married,sometimes,10-May,66,D,63,D,62,D,D
621,female,group E,some high school,,none,single,sometimes,10-May,50,F,52,F,48,F,F
622,male,group D,bachelor's degree,,none,single,sometimes,,76,C,67,D,74,C,C
623,female,group C,high school,,none,married,regularly,10-May,77,C,88,B,84,B,B
625,male,group C,associate's degree,,,married,sometimes,< 5,59,E,52,F,56,E,F
626,female,group C,high school,,completed,married,regularly,10-May,67,D,80,B,82,B,C
627,female,group C,high school,,none,married,sometimes,10-May,59,E,67,D,64,D,D
628,male,group E,bachelor's degree,,none,single,sometimes,< 5,87,B,81,B,84,B,B
629,female,group B,high school,,none,married,sometimes,10-May,43,F,55,E,50,F,F
630,male,group D,some college,,,single,never,< 5,58,E,65,D,61,D,D
631,female,group B,some college,,none,divorced,sometimes,< 5,35,F,41,F,42,F,F
632,male,group C,some high school,,none,married,sometimes,10-May,66,D,65,D,53,F,D
633,male,group D,bachelor's degree,,none,married,never,10-May,76,C,71,C,69,D,C
634,male,group A,,,completed,divorced,sometimes,10-May,36,F,33,F,33,F,F
635,female,group D,some college,,completed,single,never,10-May,61,D,72,C,76,C,D
636,male,group B,associate's degree,,none,married,sometimes,10-May,63,D,52,F,53,F,F
638,male,group B,associate's degree,,none,married,regularly,10-May,66,D,63,D,60,D,D
639,male,group B,associate's degree,,completed,married,sometimes,10-May,87,B,76,C,72,C,C
640,male,group D,some high school,,none,married,sometimes,10-May,74,C,69,D,63,D,D
641,female,group B,bachelor's degree,,none,widowed,sometimes,10-May,48,F,51,F,55,E,F
642,male,group E,high school,,none,married,regularly,10-May,59,E,54,F,43,F,F
643,male,group B,associate's degree,,none,married,never,10-May,58,E,50,F,49,F,F
644,female,group C,some college,,,married,regularly,> 10,74,C,81,B,73,C,C
645,male,group B,associate's degree,,,single,sometimes,10-May,71,C,58,E,65,D,D
646,male,group B,associate's degree,,none,divorced,sometimes,> 10,74,C,65,D,69,D,D
647,male,group E,bachelor's degree,,completed,married,sometimes,< 5,93,A,98,A,94,A,A
648,female,group E,bachelor's degree,,none,married,sometimes,10-May,63,D,61,D,65,D,D
649,female,group C,,,,single,sometimes,10-May,68,D,73,C,76,C,C
650,female,group C,bachelor's degree,,none,married,sometimes,10-May,55,E,63,D,67,D,D
651,female,group E,associate's degree,,none,married,regularly,> 10,88,B,81,B,78,C,B
652,male,group C,some high school,,completed,married,sometimes,> 10,63,D,57,E,54,F,F
653,male,group B,some college,,none,married,regularly,> 10,90,A,71,C,75,C,C
654,female,group D,some college,,completed,married,sometimes,10-May,84,B,99,A,97,A,A
655,male,group C,master's degree,,,divorced,regularly,> 10,67,D,65,D,69,D,D
656,female,group A,some college,,none,married,never,10-May,36,F,42,F,39,F,F
657,male,group D,high school,,completed,married,sometimes,,65,D,62,D,64,D,D
658,female,group D,associate's degree,,none,married,sometimes,> 10,78,C,85,B,86,B,B
663,female,group B,some college,,none,married,sometimes,< 5,54,F,60,D,62,D,F
664,male,group E,associate's degree,,,single,regularly,10-May,86,B,78,C,72,C,C
665,male,group C,some college,,none,single,regularly,> 10,70,C,63,D,63,D,D
666,male,group D,high school,,none,married,sometimes,10-May,51,F,49,F,53,F,F
667,male,group C,some college,,completed,married,regularly,< 5,92,A,81,B,85,B,B
668,female,group C,high school,,none,single,sometimes,< 5,61,D,60,D,65,D,D
669,male,group C,high school,,none,married,,10-May,51,F,47,F,50,F,F
671,male,group C,some high school,,none,married,sometimes,10-May,54,F,41,F,41,F,F
672,male,group C,some high school,,none,single,sometimes,< 5,58,E,61,D,48,F,F
673,female,group D,bachelor's degree,,completed,married,sometimes,10-May,66,D,81,B,84,B,C
674,male,group A,some high school,,none,single,sometimes,10-May,42,F,40,F,34,F,F
675,male,group A,associate's degree,,none,married,regularly,10-May,74,C,66,D,63,D,D
676,male,group B,master's degree,,none,single,sometimes,10-May,98,A,94,A,85,B,A
677,male,group D,high school,,none,single,sometimes,10-May,73,C,73,C,65,D,C
678,male,group C,some high school,,none,married,sometimes,10-May,67,D,63,D,59,E,D
679,female,group E,,,none,single,sometimes,> 10,73,C,74,C,76,C,C
681,male,group D,master's degree,,none,married,sometimes,< 5,71,C,68,D,72,C,C
683,male,group E,high school,,completed,single,sometimes,10-May,97,A,95,A,92,A,A
685,female,group A,some college,,none,divorced,regularly,10-May,55,E,65,D,67,D,D
686,female,group E,high school,,none,married,regularly,< 5,95,A,96,A,88,B,A
687,male,group A,high school,,none,single,regularly,> 10,73,C,77,C,61,D,C
689,female,group D,high school,,none,divorced,sometimes,10-May,61,D,64,D,66,D,D
690,female,group B,associate's degree,,none,divorced,sometimes,< 5,36,F,58,E,57,E,F
691,female,group E,some high school,,completed,single,sometimes,10-May,55,E,61,D,62,D,F
692,male,group D,bachelor's degree,,none,married,regularly,> 10,100,A,92,A,94,A,A
693,male,group E,some college,,,divorced,regularly,> 10,100,A,95,A,99,A,A
694,female,group D,some high school,,none,single,sometimes,,72,C,82,B,78,C,C
695,male,group B,associate's degree,,,single,sometimes,10-May,69,D,65,D,71,C,D
696,female,group D,some college,,none,married,never,10-May,57,E,60,D,59,E,F
697,male,group C,,,none,married,sometimes,10-May,69,D,60,D,62,D,D
698,female,group D,some high school,,completed,single,regularly,> 10,53,F,65,D,76,C,D
699,female,group A,associate's degree,,none,married,regularly,> 10,66,D,74,C,82,B,C
700,male,group C,associate's degree,,completed,married,regularly,< 5,68,D,70,C,64,D,D
701,male,group C,some high school,,none,divorced,sometimes,< 5,56,E,49,F,48,F,F
702,female,group C,some high school,,none,married,regularly,< 5,52,F,57,E,60,D,F
704,female,group C,high school,,none,divorced,sometimes,< 5,59,E,67,D,72,C,D
705,female,group B,master's degree,,none,single,regularly,10-May,53,F,61,D,63,D,F
706,male,group B,associate's degree,,none,married,sometimes,10-May,95,A,89,B,87,B,A
707,female,group E,some college,,completed,divorced,sometimes,> 10,55,E,62,D,65,D,D
708,female,group B,some high school,,none,divorced,sometimes,10-May,69,D,79,C,72,C,C
709,female,group E,some high school,,none,married,sometimes,10-May,65,D,77,C,69,D,C
710,female,group D,associate's degree,,completed,married,sometimes,< 5,64,D,69,D,82,B,C
712,female,group D,master's degree,,none,married,regularly,10-May,78,C,82,B,87,B,B
713,male,group E,some high school,,completed,married,sometimes,< 5,58,E,55,E,53,F,F
714,female,group D,some high school,,none,single,sometimes,,73,C,88,B,86,B,B
715,female,group B,some college,,completed,married,regularly,10-May,35,F,40,F,43,F,F
717,female,group A,some college,,completed,married,sometimes,> 10,49,F,54,F,63,D,F
718,male,group B,high school,,none,divorced,never,10-May,47,F,49,F,42,F,F
719,female,,bachelor's degree,,none,married,sometimes,> 10,91,A,94,A,100,A,A
720,male,group C,master's degree,,none,married,sometimes,10-May,65,D,76,C,65,D,D
721,female,group D,some college,,completed,,never,10-May,73,C,87,B,90,A,B
722,female,group D,associate's degree,,none,married,regularly,10-May,46,F,59,E,64,D,F
723,male,group D,high school,,none,single,sometimes,10-May,76,C,75,C,74,C,C
724,male,group B,associate's degree,,completed,married,never,10-May,96,A,94,A,89,B,A
725,female,group D,some college,,completed,married,regularly,10-May,82,B,93,A,92,A,B
726,female,group D,some college,,none,married,never,> 10,69,D,88,B,88,B,B
728,female,group C,high school,,none,married,sometimes,> 10,58,E,60,D,65,D,D
730,male,group C,some college,,none,single,sometimes,< 5,49,F,40,F,39,F,F
731,female,,bachelor's degree,,completed,married,regularly,10-May,80,B,95,A,100,A,A
732,female,group C,high school,,completed,married,regularly,< 5,63,D,80,B,83,B,C
733,female,group C,,,none,single,regularly,10-May,73,C,90,A,85,B,B
734,female,group E,some college,,none,divorced,never,10-May,64,D,72,C,69,D,D
735,female,group D,associate's degree,,none,single,never,10-May,69,D,85,B,78,C,C
736,female,group B,,,none,divorced,,< 5,46,F,65,D,62,D,F
737,female,group D,some college,,none,married,regularly,10-May,76,C,82,B,82,B,B
738,male,group B,some college,,completed,married,never,10-May,74,C,66,D,74,C,C
739,male,group B,high school,,none,married,sometimes,10-May,38,F,36,F,32,F,F
740,female,group E,some college,,none,,regularly,10-May,86,B,84,B,85,B,B
741,female,group B,associate's degree,,none,single,sometimes,< 5,33,F,48,F,42,F,F
742,male,group E,,,none,married,,< 5,89,B,83,B,85,B,B
743,male,group D,associate's degree,,completed,married,sometimes,10-May,35,F,50,F,49,F,F
744,male,group D,associate's degree,,none,married,regularly,10-May,53,F,48,F,45,F,F
745,male,group A,some college,,none,married,sometimes,> 10,45,F,45,F,40,F,F
746,female,group D,high school,,none,married,regularly,> 10,61,D,59,E,66,D,D
747,female,group D,some college,,none,married,sometimes,> 10,56,E,62,D,68,D,D
748,male,group A,associate's degree,,none,married,regularly,10-May,59,E,65,D,64,D,D
749,female,group C,some college,,none,single,sometimes,< 5,60,D,62,D,62,D,D
750,male,group D,some high school,,none,divorced,regularly,> 10,84,B,81,B,76,C,B
751,female,group D,some college,,none,married,sometimes,10-May,73,C,78,C,82,B,C
752,female,group E,associate's degree,,none,married,sometimes,10-May,70,C,72,C,77,C,C
753,male,group C,high school,,none,single,regularly,< 5,68,D,58,E,58,E,D
754,male,,associate's degree,,none,married,regularly,10-May,87,B,77,C,74,C,C
755,female,group E,high school,,none,married,regularly,10-May,55,E,78,C,65,D,D
756,male,group D,high school,,none,single,sometimes,10-May,76,C,76,C,68,D,C
757,female,group E,bachelor's degree,,completed,married,sometimes,< 5,89,B,96,A,98,A,A
758,female,group E,high school,,completed,single,regularly,10-May,67,D,77,C,74,C,C
759,female,,some college,,none,married,sometimes,10-May,50,F,66,D,58,E,F
760,female,group B,high school,,none,single,regularly,10-May,45,F,59,E,51,F,F
761,male,group B,associate's degree,,completed,divorced,never,10-May,91,A,90,A,88,B,B
762,female,group C,high school,,none,married,sometimes,10-May,42,F,43,F,40,F,F
763,male,group D,associate's degree,,none,married,sometimes,10-May,57,E,61,D,56,E,F
764,male,group C,some college,,none,divorced,sometimes,10-May,90,A,80,B,70,C,B
765,female,group C,some college,,none,single,never,10-May,56,E,69,D,67,D,D
766,female,,high school,,none,divorced,regularly,10-May,65,D,61,D,69,D,D
767,female,group C,some college,,completed,married,regularly,< 5,49,F,57,E,62,D,F
768,female,group E,some high school,,completed,single,sometimes,< 5,87,B,78,C,77,C,B
769,male,,,,,,regularly,10-May,69,D,70,C,63,D,D
770,female,group B,associate's degree,,completed,single,regularly,< 5,85,B,90,A,95,A,A
771,female,group A,bachelor's degree,,none,divorced,never,10-May,54,F,64,D,68,D,D
772,male,group D,,,,single,regularly,10-May,45,F,47,F,48,F,F
774,male,group E,high school,,completed,single,sometimes,< 5,86,B,85,B,81,B,B
775,female,group C,high school,,,single,regularly,10-May,74,C,91,A,80,B,B
776,male,,associate's degree,,none,single,sometimes,> 10,71,C,74,C,71,C,C
777,female,group B,some college,,none,married,sometimes,10-May,72,C,83,B,77,C,C
778,female,group C,some high school,,,married,regularly,< 5,69,D,84,B,78,C,C
780,female,group B,bachelor's degree,,none,married,sometimes,< 5,39,F,60,D,52,F,F
782,male,group D,associate's degree,,completed,single,regularly,< 5,62,D,72,C,73,C,D
783,male,group D,some college,,completed,married,sometimes,< 5,91,A,91,A,92,A,A
784,female,group E,master's degree,,completed,married,regularly,10-May,87,B,92,A,92,A,A
785,male,group B,associate's degree,,none,married,regularly,< 5,60,D,57,E,54,F,F
786,male,group E,bachelor's degree,,none,married,sometimes,10-May,88,B,86,B,81,B,B
787,male,group D,bachelor's degree,,completed,divorced,sometimes,10-May,100,A,90,A,97,A,A
788,male,group B,bachelor's degree,,none,single,regularly,10-May,66,D,50,F,48,F,F
790,male,group C,master's degree,,none,single,regularly,10-May,84,B,90,A,84,B,B
791,male,group B,high school,,completed,divorced,sometimes,< 5,75,C,68,D,64,D,D
792,female,group E,high school,,none,married,regularly,> 10,58,E,60,D,54,F,F
793,female,group E,some high school,,completed,married,regularly,10-May,66,D,79,C,79,C,C
794,female,group C,high school,,none,,sometimes,10-May,70,C,82,B,82,B,C
795,female,group C,some college,,none,single,regularly,< 5,24,F,38,F,38,F,F
797,female,group B,associate's degree,,none,married,never,10-May,47,F,72,C,64,D,D
798,male,group E,some college,,completed,,sometimes,< 5,54,F,49,F,51,F,F
799,female,group C,associate's degree,,completed,married,regularly,10-May,77,C,83,B,91,A,B
800,female,group E,associate's degree,,none,married,regularly,,73,C,81,B,82,B,C
801,female,group E,some college,,none,married,sometimes,10-May,66,D,69,D,65,D,D
802,male,group B,associate's degree,,none,married,regularly,> 10,72,C,62,D,62,D,D
803,male,group C,some high school,,completed,divorced,sometimes,10-May,90,A,94,A,93,A,A
804,female,group B,bachelor's degree,,completed,divorced,sometimes,10-May,65,D,77,C,77,C,C
806,male,group D,some college,,none,single,never,10-May,57,E,56,E,50,F,F
807,male,,high school,,completed,married,never,10-May,59,E,65,D,60,D,D
808,male,group C,some high school,,completed,married,sometimes,10-May,67,D,65,D,64,D,D
809,male,group C,high school,,,divorced,sometimes,< 5,82,B,79,C,78,C,C
810,female,group C,associate's degree,,none,divorced,regularly,> 10,59,E,55,E,58,E,F
811,male,group E,associate's degree,,none,married,regularly,10-May,79,C,71,C,68,D,C
812,male,group C,some college,,none,married,regularly,< 5,74,C,67,D,72,C,C
813,female,group D,some college,,none,divorced,regularly,10-May,71,C,88,B,87,B,B
814,male,group C,associate's degree,,,married,sometimes,> 10,83,B,75,C,74,C,C
815,male,group A,,,none,divorced,sometimes,10-May,72,C,65,D,69,D,D
816,female,group E,high school,,none,single,,10-May,72,C,71,C,68,D,C
817,male,group B,,,completed,married,regularly,< 5,80,B,80,B,80,B,B
818,female,group C,associate's degree,,completed,married,sometimes,< 5,67,D,88,B,90,A,B
819,male,group B,high school,,completed,married,regularly,10-May,74,C,81,B,72,C,C
820,male,group E,master's degree,,none,single,sometimes,10-May,75,C,61,D,67,D,D
821,male,group D,some college,,completed,single,sometimes,< 5,75,C,70,C,80,B,C
822,female,group B,master's degree,,,divorced,never,10-May,47,F,56,E,64,D,F
823,male,group B,high school,,none,single,never,,40,F,36,F,38,F,F
824,female,group C,some high school,,none,divorced,regularly,< 5,45,F,60,D,66,D,F
827,male,group A,high school,,none,single,sometimes,10-May,65,D,65,D,63,D,D
828,female,group E,some high school,,completed,divorced,regularly,10-May,94,A,100,A,100,A,A
829,male,group D,bachelor's degree,,none,married,regularly,> 10,64,D,60,D,64,D,D
830,male,group D,master's degree,,none,divorced,never,10-May,97,A,83,B,87,B,B
831,female,group E,bachelor's degree,,none,married,regularly,10-May,92,A,100,A,98,A,A
832,male,group B,associate's degree,,none,divorced,never,< 5,52,F,43,F,42,F,F
833,female,group D,bachelor's degree,,none,single,sometimes,,64,D,56,E,65,D,D
834,male,group D,some college,,none,divorced,regularly,10-May,85,B,81,B,83,B,B
835,female,group C,,,none,married,sometimes,< 5,67,D,82,B,81,B,C
836,female,group B,some high school,,completed,married,sometimes,10-May,66,D,68,D,72,C,D
837,male,group D,bachelor's degree,,completed,single,regularly,< 5,64,D,65,D,69,D,D
838,male,group D,associate's degree,,none,divorced,never,10-May,33,F,37,F,35,F,F
839,female,group E,bachelor's degree,,none,single,regularly,< 5,72,C,78,C,79,C,C
840,female,group E,high school,,none,married,regularly,> 10,76,C,77,C,72,C,C
841,female,group E,bachelor's degree,,completed,divorced,sometimes,< 5,84,B,85,B,90,A,B
842,male,group B,some high school,,none,divorced,sometimes,> 10,66,D,63,D,66,D,D
843,female,group E,some college,,none,divorced,sometimes,> 10,60,D,58,E,59,E,F
844,female,group D,associate's degree,,completed,divorced,sometimes,< 5,35,F,55,E,58,E,F
845,male,group C,high school,,completed,divorced,regularly,< 5,73,C,64,D,59,E,D
846,male,group D,master's degree,,none,married,never,< 5,86,B,81,B,73,C,B
847,female,group D,associate's degree,,completed,married,regularly,10-May,86,B,91,A,94,A,A
848,female,group D,associate's degree,,none,married,regularly,10-May,52,F,70,C,69,D,D
849,female,group A,associate's degree,,none,married,sometimes,< 5,57,E,64,D,64,D,D
850,female,group A,high school,,none,divorced,never,10-May,42,F,54,F,50,F,F
851,male,group B,some college,,none,married,regularly,10-May,75,C,69,D,67,D,C
852,male,group E,associate's degree,,,single,sometimes,< 5,85,B,80,B,73,C,C
853,female,group C,high school,,none,widowed,sometimes,10-May,48,F,57,E,60,D,F
854,male,group C,bachelor's degree,,none,married,regularly,10-May,65,D,55,E,54,F,F
855,male,group B,associate's degree,,none,divorced,regularly,10-May,63,D,55,E,54,F,F
856,male,group C,high school,,none,married,regularly,10-May,80,B,78,C,64,D,C
857,female,group D,high school,,none,married,sometimes,< 5,46,F,59,E,58,E,F
858,male,group C,high school,,none,single,regularly,10-May,90,A,81,B,75,C,B
859,female,group D,master's degree,,none,married,never,10-May,73,C,73,C,80,B,C
860,male,group C,some high school,,completed,married,sometimes,< 5,74,C,82,B,80,B,C
861,female,group E,some high school,,completed,single,never,< 5,79,C,85,B,88,B,B
862,male,group B,,,none,married,sometimes,10-May,44,F,44,F,45,F,F
864,female,group D,some high school,,,divorced,never,< 5,56,E,63,D,55,E,F
866,female,group C,bachelor's degree,,none,divorced,sometimes,,80,B,82,B,85,B,B
867,male,group D,master's degree,,none,single,sometimes,< 5,95,A,87,B,93,A,A
868,female,group C,some college,,none,married,never,10-May,55,E,66,D,62,D,D
869,male,group B,master's degree,,,divorced,regularly,10-May,83,B,67,D,70,C,C
870,female,group A,some college,,none,married,sometimes,< 5,50,F,62,D,63,D,F
871,male,,some college,,none,single,regularly,10-May,67,D,71,C,65,D,D
872,male,group D,some high school,,completed,married,regularly,< 5,39,F,28,F,34,F,F
873,female,group A,high school,,completed,married,sometimes,10-May,68,D,74,C,78,C,C
874,male,group C,some high school,,none,single,never,> 10,66,D,61,D,59,E,D
875,female,group D,some college,,completed,single,regularly,< 5,64,D,74,C,80,B,C
876,male,group C,associate's degree,,none,single,never,10-May,67,D,56,E,55,E,F
877,female,group B,master's degree,,completed,married,sometimes,< 5,79,C,91,A,89,B,B
878,male,group D,high school,,none,married,never,> 10,85,B,72,C,63,D,C
879,male,group B,associate's degree,,,married,regularly,10-May,65,D,54,F,57,E,F
880,female,group C,high school,,none,married,sometimes,10-May,52,F,63,D,59,E,F
881,female,group C,associate's degree,,none,married,regularly,< 5,55,E,65,D,59,E,F
882,female,,some college,,completed,married,regularly,10-May,76,C,90,A,85,B,B
883,female,group D,high school,,none,married,sometimes,10-May,57,E,70,C,63,D,D
884,male,group C,master's degree,,none,single,sometimes,< 5,75,C,65,D,64,D,D
885,female,group A,high school,,completed,divorced,sometimes,< 5,69,D,84,B,79,C,C
886,female,group A,some high school,,,married,sometimes,10-May,35,F,48,F,51,F,F
887,female,group E,master's degree,,none,divorced,sometimes,10-May,56,E,63,D,63,D,D
888,male,group A,associate's degree,,completed,single,sometimes,> 10,39,F,45,F,43,F,F
889,male,group B,high school,,none,married,sometimes,,80,B,70,C,73,C,C
890,male,group D,bachelor's degree,,none,single,regularly,10-May,78,C,70,C,69,D,C
891,female,group C,,,none,single,regularly,10-May,69,D,95,A,91,A,B
892,male,group C,associate's degree,,none,married,sometimes,10-May,75,C,61,D,59,E,D
893,female,group C,associate's degree,,,divorced,sometimes,,54,F,64,D,69,D,D
894,female,group D,some high school,,completed,single,,10-May,56,E,73,C,77,C,D
895,female,group C,high school,,none,single,sometimes,< 5,51,F,60,D,62,D,F
896,female,group E,high school,,none,single,sometimes,10-May,49,F,65,D,56,E,F
897,male,group D,some high school,,none,single,regularly,10-May,70,C,70,C,64,D,D
898,female,group D,associate's degree,,none,single,sometimes,< 5,60,D,82,B,77,C,C
899,female,,some college,,none,single,never,10-May,81,B,79,C,79,C,C
900,male,group B,bachelor's degree,,none,married,sometimes,> 10,81,B,80,B,84,B,B
901,male,group A,some college,,none,single,,< 5,73,C,58,E,52,F,D
902,female,group C,some college,,none,married,sometimes,10-May,60,D,74,C,73,C,D
903,female,group C,some college,,completed,married,regularly,10-May,100,A,100,A,100,A,A
904,male,group C,some college,,none,divorced,sometimes,10-May,79,C,65,D,67,D,C
905,female,group B,high school,,none,divorced,sometimes,10-May,60,D,62,D,62,D,D
906,female,group C,high school,,none,married,sometimes,< 5,33,F,45,F,47,F,F
907,male,group C,high school,,none,divorced,sometimes,10-May,45,F,34,F,29,F,F
908,male,group C,some college,,,divorced,sometimes,10-May,48,F,49,F,44,F,F
909,male,group C,high school,,none,single,sometimes,10-May,73,C,72,C,73,C,C
910,female,group B,high school,,none,single,never,10-May,67,D,75,C,74,C,C
912,female,group E,bachelor's degree,,none,married,sometimes,10-May,64,D,72,C,72,C,D
913,male,group C,,,none,married,regularly,> 10,74,C,62,D,63,D,D
914,female,group B,some high school,,completed,,sometimes,> 10,72,C,86,B,86,B,B
915,male,group C,associate's degree,,none,single,sometimes,> 10,61,D,54,F,49,F,F
916,male,group B,some high school,,none,divorced,sometimes,> 10,47,F,45,F,43,F,F
917,female,group A,associate's degree,,none,married,sometimes,10-May,96,A,89,B,96,A,A
918,female,group C,associate's degree,,completed,single,regularly,10-May,58,E,66,D,69,D,D
919,male,group B,some college,,none,married,regularly,10-May,71,C,61,D,66,D,D
920,female,group D,master's degree,,completed,single,regularly,10-May,93,A,96,A,99,A,A
921,female,group B,some high school,,none,married,never,10-May,59,E,73,C,65,D,D
922,male,group C,high school,,completed,single,sometimes,10-May,82,B,81,B,83,B,B
923,male,group C,some high school,,completed,divorced,sometimes,> 10,85,B,81,B,78,C,B
924,female,group D,master's degree,,none,single,sometimes,> 10,89,B,95,A,100,A,A
925,male,group C,associate's degree,,none,married,regularly,> 10,74,C,67,D,66,D,D
926,female,group B,some college,,completed,married,regularly,< 5,63,D,72,C,75,C,C
927,male,group E,high school,,none,divorced,regularly,10-May,56,E,51,F,50,F,F
928,male,group E,associate's degree,,completed,divorced,sometimes,10-May,44,F,35,F,41,F,F
929,male,,bachelor's degree,,completed,single,sometimes,10-May,97,A,85,B,95,A,A
930,female,group A,master's degree,,none,married,sometimes,10-May,52,F,69,D,64,D,D
931,female,group C,,,completed,married,regularly,10-May,74,C,80,B,87,B,B
932,male,group B,associate's degree,,none,divorced,never,10-May,81,B,79,C,70,C,C
933,female,group C,high school,,none,divorced,regularly,,36,F,53,F,49,F,F
934,male,group B,some high school,,,divorced,never,10-May,73,C,63,D,58,E,D
935,female,group D,some college,,none,divorced,sometimes,10-May,79,C,90,A,87,B,B
936,female,group B,associate's degree,,completed,single,regularly,10-May,87,B,88,B,95,A,A
937,female,group C,some college,,none,married,regularly,10-May,98,A,95,A,94,A,A
938,male,group D,some college,,none,married,regularly,10-May,56,E,51,F,48,F,F
939,female,group C,some high school,,completed,divorced,never,10-May,47,F,65,D,64,D,F
